s,t
243,670
373,611
215,949
221,867
296,657
415,991
17,369
428,797
320,614
604,976
152,960
284,971
149,556
159,757
205,920
1,274
195,818
222,436
93,516
315,562
62,306
323,659
248,737
196,497
712,922
17,555
299,980
492,990
95,534
184,446
210,740
36,555
266,873
725,995
25,544
779,1000
418,676
420,726
469,789
65,310
255,688
201,653
25,548
301,780
59,610
482,976
416,770
224,467
11,339
380,839
602,856
58,371
411,855
97,695
156,530
191,277
177,953
64,495
645,962
518,714
345,454
190,866
99,598
419,698
156,619
157,323
301,810
460,879
15,390
309,800
39,306
304,859
424,885
345,737
272,616
155,900
310,674
267,673
273,901
6,166
46,452
371,786
489,874
169,836
557,902
220,561
382,930
545,997
549,982
251,768
274,570
373,567
632,968
399,966
223,626
465,833
246,937
236,654
261,456
356,888
281,402
496,962
631,844
177,775
87,835
224,512
499,911
311,626
48,535
465,683
34,373
529,645
62,411
584,779
287,833
61,652
443,927
51,519
338,541
118,816
172,286
148,453
284,905
1,189
36,771
304,954
33,528
217,903
588,921
489,758
403,539
250,744
761,948
290,581
2,681
137,680
42,388
79,284
310,922
297,894
193,787
73,678
238,558
456,850
223,595
155,758
288,672
344,750
154,378
124,287
248,674
185,557
356,741
363,950
378,703
6,616
452,781
61,514
347,524
313,674
407,812
54,358
664,981
55,451
673,827
414,984
56,366
540,972
48,542
378,857
353,579
30,270
681,900
292,803
345,508
563,693
557,917
573,966
366,945
277,809
163,973
175,526
487,967
10,482
237,742
165,633
39,517
623,873
82,817
33,544
553,937
302,702
204,780
327,781
154,394
173,596
88,459
525,848
268,624
214,908
189,773
372,733
519,924
94,736
206,897
220,989
176,730
234,764
231,854
605,979
377,904
565,973
42,740
764,970
272,793
115,576
178,898
650,886
441,932
70,503
100,761
312,643
63,767
35,456
361,688
144,934
368,902
94,356
48,627
626,994
114,526
7,433
275,698
219,920
218,555
175,635
356,577
287,923
288,546
446,820
227,577
84,427
604,889
427,868
344,769
204,723
103,740
323,617
536,981
339,833
90,699
311,454
400,696
354,724
20,710
490,989
301,667
129,746
133,647
119,762
251,862
9,525
290,751
395,837
239,703
89,534
366,733
401,996
586,914
383,973
360,747
142,804
30,580
59,834
534,725
262,680
478,774
95,395
467,833
253,642
354,864
198,651
236,877
87,769
16,478
184,579
571,942
523,724
127,726
152,393
301,825
231,591
95,691
110,443
96,752
51,471
660,966
451,822
166,832
45,391
180,679
242,460
8,408
308,879
441,986
446,993
45,269
311,566
103,546
641,925
21,602
289,606
568,958
243,909
56,572
385,881
184,295
406,766
494,734
708,897
453,961
115,576
4,551
158,545
319,648
450,686
423,887
133,584
351,701
439,684
481,795
311,672
229,908
237,551
615,802
659,835
68,704
97,601
118,801
422,908
439,918
638,962
50,720
27,462
121,582
41,491
92,766
137,892
125,762
244,802
391,725
470,585
322,904
82,326
463,804
216,812
66,477
301,413
24,834
21,251
112,908
14,558
354,604
569,931
160,405
133,259
75,683
73,913
552,824
193,842
239,586
243,952
277,510
533,995
220,527
285,849
240,469
10,155
135,864
319,982
655,896
475,969
537,881
431,870
489,836
281,654
180,733
61,200
612,885
499,706
67,596
549,971
267,624
274,998
238,904
310,390
428,670
253,871
129,427
237,798
35,192
253,771
656,881
269,749
501,807
452,783
179,721
517,809
130,468
462,766
610,937
318,909
133,589
422,616
111,801
90,470
617,982
318,524
73,331
209,748
230,789
212,668
88,315
312,972
4,215
494,937
443,934
350,947
474,547
136,377
617,812
501,782
490,930
576,867
505,897
198,664
498,866
461,948
170,492
540,939
400,982
47,708
22,298
235,725
380,961
3,787
195,507
130,742
247,762
305,541
477,732
1,388
398,842
64,808
354,854
557,789
166,855
478,815
101,863
252,890
765,995
34,452
729,856
28,179
267,581
182,643
97,785
440,801
167,485
441,810
180,525
181,644
154,952
218,612
379,794
272,628
562,959
550,915
369,628
522,810
187,699
190,758
280,464
116,529
50,514
94,861
17,212
591,973
33,622
118,830
585,813
525,787
235,901
234,660
550,895
349,977
427,960
523,799
209,709
521,833
438,931
646,965
81,440
343,679
467,857
37,808
315,789
537,829
18,690
75,495
134,741
96,714
482,661
575,891
417,480
247,476
344,532
192,549
210,643
223,708
614,849
232,662
587,998
598,857
54,467
207,465
238,788
422,614
290,755
5,520
157,822
242,468
242,669
27,257
440,917
448,872
410,599
102,672
613,955
93,834
742,829
392,927
79,707
238,494
329,931
331,904
566,872
197,729
484,989
776,913
91,315
419,800
443,803
137,388
47,541
352,736
131,465
200,694
66,830
147,599
280,576
124,691
153,996
408,924
133,543
632,910
173,476
559,962
285,695
129,775
35,660
235,840
195,652
253,621
104,427
39,803
339,962
548,892
114,737
283,384
260,842
318,658
190,993
320,738
608,899
415,862
685,980
149,552
207,658
197,807
285,920
231,667
274,471
601,948
667,768
10,677
465,900
563,769
86,349
458,819
527,989
459,766
253,811
419,896
697,878
40,354
62,423
202,742
403,594
71,537
12,451
13,318
127,592
63,430
404,882
167,409
68,456
82,252
219,533
288,500
79,271
428,993
300,884
113,297
230,719
157,731
454,913
43,266
603,989
188,764
122,946
151,292
187,596
296,695
329,953
44,729
346,963
86,807
240,915
1,303
194,800
709,984
557,934
126,766
355,664
191,725
201,982
290,815
739,961
359,965
135,629
315,885
72,655
203,773
209,904
220,934
59,567
179,819
620,904
25,842
293,525
397,905
595,950
310,663
385,716
215,879
536,867
279,501
331,946
62,712
62,276
82,381
589,984
711,832
325,944
97,633
2,751
170,380
101,859
290,608
300,655
37,329
65,458
54,446
404,737
306,893
269,843
192,562
165,693
332,814
59,537
582,871
57,878
10,596
491,875
439,884
179,725
6,592
6,341
107,688
169,454
16,512
99,611
35,325
304,764
90,508
248,715
75,423
59,461
309,884
216,591
184,618
44,668
374,851
446,825
404,575
17,861
543,844
790,947
251,719
235,875
149,702
491,709
208,431
91,682
253,823
153,720
566,973
661,805
633,889
232,651
238,460
19,760
21,525
32,338
82,816
455,880
173,426
118,875
248,790
158,886
97,842
498,893
29,621
247,650
22,560
165,914
74,601
371,847
261,805
533,936
155,507
286,482
318,729
198,756
60,947
176,851
269,861
369,494
163,531
309,618
228,568
47,540
13,504
149,840
26,287
428,902
202,757
648,822
707,981
69,812
115,804
326,837
7,803
215,640
40,806
184,676
335,878
164,738
30,437
65,202
312,796
649,873
41,630
351,600
71,265
134,490
515,724
94,830
426,705
76,462
486,922
64,642
171,524
426,944
505,857
226,927
58,790
248,907
11,411
240,775
355,976
186,351
58,285
531,826
167,821
162,819
167,749
251,810
126,968
156,629
641,904
54,774
154,625
35,303
367,650
159,565
377,717
442,857
81,715
136,713
263,697
259,593
186,752
189,475
454,684
512,895
200,546
89,474
262,709
360,816
441,810
625,936
609,946
299,705
103,724
398,642
376,645
97,555
199,670
368,912
75,267
724,897
580,812
696,966
509,874
18,457
370,664
188,722
86,379
49,488
140,413
167,664
215,382
364,777
345,586
489,776
36,559
492,810
150,601
214,362
100,600
155,639
147,486
81,795
662,965
451,912
233,528
311,774
16,707
372,958
110,689
171,824
219,733
190,831
152,501
260,633
166,680
41,572
269,916
347,797
27,633
566,836
165,300
345,957
124,486
134,787
284,605
196,708
219,558
546,899
233,748
438,828
193,639
492,731
41,921
45,246
578,786
76,227
191,690
157,632
360,717
191,524
57,523
460,666
258,882
121,235
557,957
317,969
22,735
284,863
46,684
179,293
51,616
38,740
264,622
160,619
124,656
61,438
311,601
283,446
385,830
51,761
149,630
555,871
89,416
539,944
36,423
173,811
302,805
605,934
634,984
318,497
295,850
234,593
500,983
7,228
427,760
737,856
442,626
322,520
231,529
158,580
57,638
236,792
527,608
357,951
376,921
392,910
351,875
473,967
425,776
293,910
431,864
31,424
37,400
269,564
592,964
6,523
480,905
39,505
556,846
315,732
166,792
132,560
116,542
587,865
69,741
21,718
394,864
256,708
443,637
211,519
569,946
153,695
87,735
530,997
135,862
360,753
302,563
317,626
242,846
246,580
516,785
819,956
100,779
213,728
442,706
310,807
365,822
312,582
372,905
198,499
93,530
824,986
34,403
560,723
481,753
143,364
451,945
181,528
249,483
77,518
219,502
71,706
639,843
734,926
59,675
462,921
706,830
229,675
55,567
77,696
340,623
567,881
31,597
598,734
707,974
329,684
46,685
595,890
89,828
832,988
644,967
258,737
133,762
317,768
258,946
723,965
219,614
194,989
34,333
291,703
223,705
445,829
221,730
26,657
412,698
509,781
233,613
386,744
457,809
259,641
227,331
136,902
113,520
153,877
31,896
546,728
466,772
328,846
376,855
334,761
605,899
246,917
299,352
285,684
445,916
450,813
257,807
47,457
150,666
49,701
90,289
292,480
222,830
67,444
287,931
294,634
56,955
735,970
537,792
39,683
130,484
175,595
113,724
96,855
461,705
79,513
162,729
40,721
214,392
355,912
356,655
147,815
381,622
446,717
111,824
497,893
72,847
385,793
107,388
78,735
255,666
37,558
165,569
84,525
337,624
408,910
548,924
357,592
205,569
462,889
190,872
512,929
127,768
616,826
265,635
76,241
148,392
208,464
53,220
183,731
203,965
47,543
615,698
336,595
385,730
233,787
28,449
54,714
43,854
253,748
356,835
357,924
644,997
377,681
382,999
663,883
398,861
367,648
215,703
73,280
245,522
5,741
203,557
216,645
356,980
378,696
405,898
760,886
496,751
252,636
318,629
87,563
73,873
70,739
5,366
96,917
639,976
421,646
413,706
72,475
29,672
84,377
180,661
267,799
154,978
250,631
116,445
339,879
181,869
32,842
55,569
547,801
442,943
183,788
502,920
355,976
593,901
57,518
4,568
100,859
568,940
421,986
289,587
624,953
196,691
705,781
451,797
537,975
438,665
301,597
90,704
549,804
140,567
636,757
224,430
365,700
237,893
166,297
118,831
128,536
202,691
367,833
3,591
136,673
394,968
54,858
30,661
123,568
100,514
195,846
110,772
76,750
585,671
180,495
96,521
90,494
321,733
32,410
432,935
125,508
774,997
366,575
21,368
76,342
44,547
187,733
148,671
523,851
587,899
165,766
55,569
281,917
251,855
207,640
4,310
207,917
87,520
102,491
174,675
237,816
558,964
124,894
309,961
311,687
106,826
443,843
443,979
58,902
383,909
295,699
25,712
169,909
154,616
296,664
246,651
398,825
144,815
441,988
466,823
397,867
265,857
287,543
442,826
441,772
662,929
35,456
304,917
372,817
54,443
446,975
61,778
423,656
141,606
98,730
172,361
146,519
110,421
750,995
437,701
518,965
499,654
150,791
51,443
439,810
78,432
270,664
62,508
410,934
400,544
308,833
357,762
204,651
297,806
50,145
461,683
571,810
405,865
706,836
68,527
112,772
215,530
83,617
143,808
17,880
187,820
690,935
346,682
626,975
80,482
112,247
871,995
763,862
258,617
186,832
421,706
363,852
77,813
453,947
126,518
377,500
495,867
463,799
187,969
154,549
285,634
338,531
274,639
445,803
299,750
328,972
580,800
189,909
58,661
516,812
82,545
51,446
317,441
71,712
277,790
59,928
215,339
185,851
156,490
207,283
168,526
120,658
193,536
418,766
259,868
495,894
162,750
502,967
189,681
394,944
93,544
449,877
489,676
22,570
84,426
165,584
169,736
275,606
426,658
305,531
190,637
98,665
448,802
657,854
305,666
279,842
281,689
182,623
249,969
483,957
147,618
343,968
74,619
348,543
392,961
668,957
421,681
284,567
407,576
806,979
6,765
460,729
851,982
374,772
428,538
128,369
139,601
334,788
195,890
183,663
209,618
224,723
253,921
189,751
105,947
55,385
171,659
16,327
610,904
323,752
300,823
346,559
348,867
428,953
623,826
249,965
489,909
774,948
124,202
267,922
354,891
581,819
217,579
738,969
70,538
727,959
313,659
109,496
168,686
339,548
414,937
117,723
423,971
63,890
695,980
69,507
19,480
579,870
632,909
207,628
171,783
330,891
173,601
157,862
280,707
789,983
171,396
256,629
157,668
157,900
5,117
479,773
183,752
294,903
757,912
310,517
3,585
308,946
153,638
358,959
188,763
83,685
333,849
286,944
591,992
880,999
144,848
113,669
97,840
78,447
97,623
11,706
561,810
390,570
736,927
498,942
105,489
104,824
65,555
105,872
328,939
370,939
113,564
222,792
112,609
189,598
564,702
188,843
495,934
378,882
222,892
63,505
481,781
81,851
58,488
51,840
177,744
503,845
490,752
9,333
187,766
213,527
71,807
212,811
516,1000
98,413
4,196
320,614
578,941
375,787
273,638
63,505
121,695
190,702
426,800
609,968
322,887
318,999
37,634
54,224
188,576
268,665
521,872
223,875
270,673
83,923
193,588
603,853
243,891
477,979
324,580
484,999
151,962
462,738
308,640
40,529
107,850
249,822
224,947
288,786
585,874
4,456
319,585
117,520
405,649
634,996
582,888
179,687
396,905
425,1000
49,216
520,941
478,757
368,946
624,913
579,838
411,686
291,912
232,729
212,608
257,680
27,475
153,707
286,911
367,913
241,647
378,641
632,886
268,776
246,896
304,712
731,867
18,801
330,913
195,636
241,622
112,564
429,774
184,525
525,972
90,528
697,842
116,637
424,809
673,902
10,773
226,852
138,513
216,638
293,863
171,886
240,699
626,884
208,950
533,946
7,628
741,911
90,795
533,792
372,958
263,653
359,800
502,921
517,681
499,991
47,590
570,826
30,519
499,972
74,510
131,914
388,743
155,715
264,902
234,652
51,838
93,600
236,608
312,882
345,599
98,392
410,661
68,279
388,926
146,367
124,926
185,956
354,941
251,936
283,705
599,954
473,755
253,514
290,680
166,924
319,834
386,832
406,843
111,620
229,613
206,796
14,468
579,857
60,354
380,793
206,865
210,600
57,799
251,695
654,782
101,563
383,526
246,579
151,873
141,494
709,900
207,864
283,523
788,957
28,359
150,561
258,685
445,592
158,801
489,969
203,474
608,987
490,926
637,897
487,914
242,985
657,839
345,783
337,703
353,978
118,622
94,545
614,900
102,729
354,823
319,760
229,805
620,890
70,705
62,654
597,869
236,703
57,693
444,796
348,801
156,889
251,516
80,959
338,619
500,924
241,562
453,931
646,881
232,410
295,634
82,642
584,848
475,948
85,625
186,677
348,624
11,555
506,971
44,320
599,934
400,799
352,632
81,381
173,319
48,399
60,300
149,701
39,589
577,965
97,390
332,616
81,228
78,448
566,897
181,668
268,977
264,450
731,903
347,882
238,533
276,748
604,844
552,879
456,767
257,455
576,975
389,763
456,870
128,465
110,428
300,440
24,867
80,554
259,913
33,814
72,525
293,621
371,944
11,725
127,371
491,885
415,866
518,897
52,434
161,696
145,813
592,857
558,970
661,967
516,869
61,714
661,936
142,585
235,749
423,649
535,937
138,630
183,526
62,697
3,429
564,810
173,955
55,515
460,934
22,669
272,960
136,512
353,587
19,668
520,938
439,792
400,884
93,790
383,806
74,557
510,868
380,939
60,454
148,744
274,617
257,373
134,649
189,773
172,817
607,910
171,998
171,985
318,677
272,703
640,915
148,909
153,361
375,959
304,584
35,413
486,824
491,816
69,823
64,299
614,861
473,875
233,448
378,900
98,819
371,983
156,830
237,490
60,802
344,753
198,696
464,995
448,761
353,687
168,634
472,993
78,768
3,712
278,578
607,860
155,659
171,573
314,896
288,642
306,628
41,358
64,701
320,887
220,749
267,495
74,707
49,390
52,363
552,751
397,697
115,680
453,834
55,519
118,408
190,957
115,797
7,385
53,558
267,745
272,606
171,944
230,778
144,554
414,730
231,598
247,778
137,703
361,752
594,851
591,996
323,732
119,965
184,611
368,845
163,786
11,547
362,578
557,951
228,684
58,220
226,412
333,570
546,810
135,700
277,392
52,723
147,700
10,258
158,582
219,770
221,792
398,808
320,618
352,817
105,417
554,796
569,906
503,961
212,436
85,870
518,804
454,913
291,706
268,868
556,797
466,789
169,327
20,825
197,579
36,521
405,738
530,840
276,881
67,414
238,837
485,651
505,742
118,764
212,851
443,828
694,826
86,336
38,658
54,554
71,674
134,886
23,451
266,543
485,736
223,538
75,467
254,532
19,482
119,287
452,704
120,698
437,611
392,704
126,676
175,380
326,836
243,824
315,812
48,693
686,972
249,864
527,651
386,957
216,730
325,839
491,682
294,676
242,605
353,707
406,750
35,843
26,435
440,831
91,675
79,820
274,976
612,905
333,753
515,768
578,838
360,990
256,890
86,387
545,927
87,557
298,965
572,901
343,900
385,918
213,638
85,657
127,959
213,739
175,836
290,848
402,736
574,863
320,828
125,535
286,774
53,549
288,561
168,703
465,810
77,783
765,974
555,956
3,830
72,800
95,598
534,897
295,888
576,781
3,420
345,856
118,274
67,813
91,870
525,940
134,825
410,893
345,784
431,908
255,934
126,598
82,372
610,892
85,704
399,647
82,553
490,732
16,343
80,728
524,703
251,909
209,512
127,463
69,361
513,999
141,389
44,387
386,877
221,547
347,771
41,469
17,116
398,641
290,522
70,619
574,733
739,915
82,889
116,606
445,759
106,413
210,827
36,192
51,595
825,978
683,969
136,343
368,929
148,596
257,995
526,744
319,707
199,826
416,875
431,898
478,909
78,744
289,623
113,729
510,688
36,522
211,654
339,806
225,868
29,350
234,822
426,650
422,789
273,712
344,976
176,708
175,619
710,841
259,555
421,965
68,656
332,572
137,303
789,854
476,973
84,710
204,734
83,384
181,584
406,806
140,699
255,605
468,939
31,243
466,809
301,967
317,555
534,887
517,878
316,778
421,825
67,833
70,903
232,701
74,875
224,785
231,743
5,398
359,563
314,715
94,806
639,918
108,406
683,906
548,874
4,606
155,714
450,710
140,418
391,787
748,904
663,919
577,957
350,581
292,770
266,881
526,759
625,897
676,976
620,937
266,775
554,790
355,549
448,756
713,905
45,441
892,983
16,333
156,998
525,862
328,919
65,796
177,928
408,789
322,812
297,820
31,183
429,764
28,353
225,831
330,877
584,986
329,775
72,730
261,880
290,496
430,974
287,899
6,482
445,846
471,745
249,662
330,878
158,360
73,721
480,971
280,703
261,926
303,943
163,466
428,815
49,489
264,414
42,360
387,738
239,833
53,769
627,831
567,875
473,766
108,787
119,848
425,991
35,597
404,810
138,892
172,607
198,751
460,922
227,544
589,768
156,478
481,635
232,668
526,771
681,969
473,969
111,858
61,726
92,330
386,884
249,675
522,665
192,549
119,698
384,902
247,877
165,784
443,660
165,545
201,446
582,857
35,490
820,956
150,658
610,968
27,592
271,749
485,858
121,984
121,705
631,964
14,755
169,511
243,443
511,846
143,424
217,917
286,711
149,725
158,461
284,773
367,617
452,726
260,885
136,637
246,955
373,861
99,591
676,978
144,617
23,618
593,962
33,488
115,327
388,904
479,979
407,750
475,813
414,664
134,699
445,816
153,836
91,468
490,626
519,693
292,751
46,529
3,638
13,454
324,501
38,320
136,494
195,666
661,916
72,628
189,835
21,429
337,669
181,429
217,726
683,951
371,912
256,894
232,380
206,641
331,645
121,528
93,481
218,691
494,565
458,973
110,526
580,815
627,769
141,945
157,648
301,651
185,555
226,411
235,794
389,958
248,770
20,446
550,734
271,980
140,497
45,526
89,303
76,687
492,924
660,992
280,652
280,678
536,912
95,612
589,867
187,367
127,467
304,854
379,928
115,690
257,366
450,720
